# Generated by PyFunceble (v4.1.3.) / https://git.io/vpZoI
# Date of generation: 2023-01-31T20:43:40.298717

Subject                                                                                              Status      Source     Expiration Date   Registrar                      HTTP Code  Checker      
whatsapp-cdn-shv-01-dfw1.fbcdn.net                                                                   INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
whatsapp-cdn-shv-01-dft4.fbcdn.net                                                                   INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
whatsapp-cdn-shv-01-frt3.fbcdn.net                                                                   INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
whatsapp-cdn-shv-01-hkg3.fbcdn.net                                                                   INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
whatsapp-cdn-shv-01-lax1.fbcdn.net                                                                   INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
whatsapp-cdn-shv-01-lga1.fbcdn.net                                                                   INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
whatsapp-cdn-shv-01-lht6.fbcdn.net                                                                   INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
whatsapp-cdn-shv-01-lhr3.fbcdn.net                                                                   INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
whatsapp-cdn-shv-01-mrs1.fbcdn.net                                                                   INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
whatsapp-cdn-shv-01-mia1.fbcdn.net                                                                   INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
whatsapp-cdn-shv-01-ord1.fbcdn.net                                                                   INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
whatsapp-cdn-shv-01-ort2.fbcdn.net                                                                   INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
whatsapp-cdn-shv-01-scl1.fbcdn.net                                                                   INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
whatsapp-cdn-shv-01-sin1.fbcdn.net                                                                   INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
whatsapp-cdn-shv-01-sin2.fbcdn.net                                                                   INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
whatsapp-cdn-shv-01-sit4.fbcdn.net                                                                   INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
whatsapp-cdn-shv-01-sjc2.fbcdn.net                                                                   INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
whatsapp-cdn-shv-02-sin2.fbcdn.net                                                                   INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
whatsapp-chatd-edge-shv-01-amt2.facebook.com                                                         INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
www.xl.whatsapp.com                                                                                  INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
wwwl.whatsapp.com                                                                                    INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
