# Generated by PyFunceble (v4.1.3.) / https://git.io/vpZoI
# Date of generation: 2023-01-31T20:43:40.107045

Subject                                                                                              Status      Source     Expiration Date   Registrar                      HTTP Code  Checker      
media-lax3-1.cdn.whatsapp.net                                                                        ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
media-lax3-2.cdn.whatsapp.net                                                                        ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
media-lga3-1.cdn.whatsapp.net                                                                        ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
media-mia3-1.cdn.whatsapp.net                                                                        ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
media-mad1-1.cdn.whatsapp.net                                                                        ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
media-mxp1-1.cdn.whatsapp.net                                                                        ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
media-otp1-1.cdn.whatsapp.net                                                                        ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
media-sea1-1.cdn.whatsapp.net                                                                        ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
media-sin6-1.cdn.whatsapp.net                                                                        ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
media-sjc3-1.cdn.whatsapp.net                                                                        ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
media-sof1-1.cdn.whatsapp.net                                                                        ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
media-vie1-1.cdn.whatsapp.net                                                                        ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
media-waw1-1.cdn.whatsapp.net                                                                        ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
media.fabj2-1.fna.whatsapp.net                                                                       ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
media.fbel3-1.fna.whatsapp.net                                                                       ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
media.fcgh5-1.fna.whatsapp.net                                                                       ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
lerequest.whatsapp.com                                                                               ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
media.fcgk9-1.fna.whatsapp.net                                                                       ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
media.fdel3-1.fna.whatsapp.net                                                                       ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
media.fdel11-1.fna.whatsapp.net                                                                      ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
media.fevn1-1.fna.whatsapp.net                                                                       ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
media.feoh3-1.fna.whatsapp.net                                                                       ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
media.ffjr1-1.fna.whatsapp.net                                                                       ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
media.ffjr1-3.fna.whatsapp.net                                                                       ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
media.fgye1-1.fna.whatsapp.net                                                                       ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
media.flos2-1.fna.whatsapp.net                                                                       ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
media.fmnl10-1.fna.whatsapp.net                                                                      ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
media.fplu6-1.fna.whatsapp.net                                                                       ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
media.frec2-1.fna.whatsapp.net                                                                       ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
media.frix1-1.fna.whatsapp.net                                                                       ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
media.frix4-1.fna.whatsapp.net                                                                       ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
media.fskg1-1.fna.whatsapp.net                                                                       ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
media.fssa13-1.fna.whatsapp.net                                                                      ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
media.ftpe4-1.fna.whatsapp.net                                                                       ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
media.fsyq1-1.fna.whatsapp.net                                                                       ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
media.fykz1-1.fna.whatsapp.net                                                                       ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
media.fyxd2-1.fna.whatsapp.net                                                                       ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
mmg-fna.whatsapp.net                                                                                 ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
mmg.whatsapp.net                                                                                     ACTIVE      DNSLOOKUP  Unknown           Unknown                        403        AVAILABILITY 
payments-localisation.whatsapp.com                                                                   ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
pps.whatsapp.net                                                                                     ACTIVE      DNSLOOKUP  Unknown           Unknown                        403        AVAILABILITY 
test-web.whatsapp.com                                                                                ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
v.whatsapp.com                                                                                       ACTIVE      DNSLOOKUP  Unknown           Unknown                        403        AVAILABILITY 
translate.whatsapp.com                                                                               ACTIVE      DNSLOOKUP  Unknown           Unknown                        301        AVAILABILITY 
v.whatsapp.net                                                                                       ACTIVE      DNSLOOKUP  Unknown           Unknown                        403        AVAILABILITY 
web.whatsapp.com                                                                                     ACTIVE      DNSLOOKUP  Unknown           Unknown                        403        AVAILABILITY 
whatsapp-cdn-shv-01-arn2.fbcdn.net                                                                   ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
whatsapp-cdn-shv-01-any2.fbcdn.net                                                                   ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
whatsapp-cdn-shv-01-atl3.fbcdn.net                                                                   ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
whatsapp-cdn-shv-01-bog1.fbcdn.net                                                                   ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
whatsapp-cdn-shv-01-bom1.fbcdn.net                                                                   ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
whatsapp-cdn-shv-01-cdg2.fbcdn.net                                                                   ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
whatsapp-cdn-shv-01-cdt1.fbcdn.net                                                                   ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
whatsapp-cdn-shv-01-dfw5.fbcdn.net                                                                   ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
whatsapp-cdn-shv-01-gru2.fbcdn.net                                                                   ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
whatsapp-cdn-shv-01-iad3.fbcdn.net                                                                   ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
whatsapp-cdn-shv-01-jnb1.fbcdn.net                                                                   ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
whatsapp-cdn-shv-01-kut2.fbcdn.net                                                                   ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
whatsapp-cdn-shv-01-lax3.fbcdn.net                                                                   ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
whatsapp-cdn-shv-01-mad1.fbcdn.net                                                                   ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
whatsapp-cdn-shv-01-mrs2.fbcdn.net                                                                   ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
whatsapp-cdn-shv-01-mxp1.fbcdn.net                                                                   ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
whatsapp-cdn-shv-01-nrt1.fbcdn.net                                                                   ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
whatsapp-cdn-shv-01-prg1.fbcdn.net                                                                   ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
whatsapp-cdn-shv-01-qro1.fbcdn.net                                                                   ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
whatsapp-cdn-shv-01-sea1.fbcdn.net                                                                   ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
whatsapp-cdn-shv-01-sin6.fbcdn.net                                                                   ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
whatsapp-cdn-shv-01-sjc3.fbcdn.net                                                                   ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
whatsapp-cdn-shv-01-sof1.fbcdn.net                                                                   ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
whatsapp-cdn-shv-01-tpe1.fbcdn.net                                                                   ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
whatsapp-cdn-shv-01-waw1.fbcdn.net                                                                   ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
whatsapp-cdn-shv-01-vie1.fbcdn.net                                                                   ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
whatsapp-cdn-shv-01-yyz1.fbcdn.net                                                                   ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
whatsapp-cdn-shv-02-bom1.fbcdn.net                                                                   ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
whatsapp-cdn-shv-02-frt3.fbcdn.net                                                                   ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
whatsapp-cdn-shv-02-dfw5.fbcdn.net                                                                   ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
whatsapp-cdn-shv-02-gru2.fbcdn.net                                                                   ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
whatsapp-cdn-shv-02-lax3.fbcdn.net                                                                   ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
whatsapp-chatd-edge-shv-01-mad1.facebook.com                                                         ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
whatsapp-chatd-edge-shv-01-bru2.facebook.com                                                         ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
whatsapp-cdn-shv-02-sin6.fbcdn.net                                                                   ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
whatsapp-chatd-edge-shv-01-sea1.facebook.com                                                         ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
whatsapp-chatd-edge-shv-01-syd2.facebook.com                                                         ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
whatsapp-chatd-edge-shv-01-mxp1.facebook.com                                                         ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
www-cdn.whatsapp.net                                                                                 ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
www.whatsapp.com                                                                                     ACTIVE      DNSLOOKUP  Unknown           Unknown                        403        AVAILABILITY 
whatsapp.com                                                                                         ACTIVE      DNSLOOKUP  Unknown           Unknown                        301        AVAILABILITY 
whatsapp.fbsbx.com                                                                                   ACTIVE      DNSLOOKUP  Unknown           Unknown                        301        AVAILABILITY 
static.whatsapp.net                                                                                  ACTIVE      DNSLOOKUP  Unknown           Unknown                        403        AVAILABILITY 
media.fqls2-1.fna.whatsapp.net                                                                       ACTIVE      DNSLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
privatestats.whatsapp.net                                                                            ACTIVE      DNSLOOKUP  Unknown           Unknown                        403        AVAILABILITY 
